usage_id,account_id,week_start,weekly_logins,active_users,seat_utilization,feature_adoption
PU-AC0007-2026-07-13,AC0007,2026-07-13,18,9,0.652,0.72
PU-AC0007-2026-07-20,AC0007,2026-07-20,20,7,0.703,0.776
PU-AC0007-2026-07-27,AC0007,2026-07-27,18,8,0.73,0.535
PU-AC0007-2026-08-03,AC0007,2026-08-03,19,8,0.846,0.519
PU-AC0007-2026-08-10,AC0007,2026-08-10,16,9,0.677,0.67
PU-AC0007-2026-08-17,AC0007,2026-08-17,19,8,0.711,0.822
PU-AC0007-2026-08-24,AC0007,2026-08-24,22,8,0.671,0.657
PU-AC0008-2025-09-01,AC0008,2025-09-01,111,53,0.466,0.697
PU-AC0008-2025-09-08,AC0008,2025-09-08,118,48,0.733,0.796
PU-AC0008-2025-09-15,AC0008,2025-09-15,111,56,0.859,0.644
PU-AC0008-2025-09-22,AC0008,2025-09-22,112,49,0.706,0.62
PU-AC0008-2025-09-29,AC0008,2025-09-29,108,53,0.808,0.531
PU-AC0008-2025-10-06,AC0008,2025-10-06,107,54,0.726,0.633
PU-AC0008-2025-10-13,AC0008,2025-10-13,100,54,0.546,0.656
PU-AC0008-2025-10-20,AC0008,2025-10-20,109,55,0.744,0.539
PU-AC0008-2025-10-27,AC0008,2025-10-27,109,55,0.768,0.573
PU-AC0008-2025-11-03,AC0008,2025-11-03,105,60,0.847,0.579
PU-AC0008-2025-11-10,AC0008,2025-11-10,104,55,0.787,0.495
PU-AC0008-2025-11-17,AC0008,2025-11-17,114,60,0.571,0.662
PU-AC0008-2025-11-24,AC0008,2025-11-24,112,50,0.677,0.732
PU-AC0008-2025-12-01,AC0008,2025-12-01,115,51,0.848,0.558
PU-AC0008-2025-12-08,AC0008,2025-12-08,121,49,0.686,0.699
PU-AC0008-2025-12-15,AC0008,2025-12-15,114,61,0.751,0.507
PU-AC0008-2025-12-22,AC0008,2025-12-22,98,54,0.857,0.552
PU-AC0008-2025-12-29,AC0008,2025-12-29,110,58,0.657,0.635
PU-AC0008-2026-01-05,AC0008,2026-01-05,103,59,0.723,0.39
PU-AC0008-2026-01-12,AC0008,2026-01-12,109,54,1.0,0.764
PU-AC0008-2026-01-19,AC0008,2026-01-19,123,61,0.581,0.817
PU-AC0008-2026-01-26,AC0008,2026-01-26,104,61,0.456,0.417
PU-AC0008-2026-02-02,AC0008,2026-02-02,119,60,0.923,0.661
PU-AC0008-2026-02-09,AC0008,2026-02-09,109,47,0.597,0.537
PU-AC0008-2026-02-16,AC0008,2026-02-16,102,47,0.618,0.755
PU-AC0008-2026-02-23,AC0008,2026-02-23,115,62,0.989,0.7
PU-AC0008-2026-03-02,AC0008,2026-03-02,117,52,0.779,0.668
PU-AC0008-2026-03-09,AC0008,2026-03-09,121,59,0.865,0.453
PU-AC0008-2026-03-16,AC0008,2026-03-16,111,58,0.737,0.611
PU-AC0008-2026-03-23,AC0008,2026-03-23,104,58,0.835,0.493
PU-AC0008-2026-03-30,AC0008,2026-03-30,123,56,0.814,0.547
PU-AC0008-2026-04-06,AC0008,2026-04-06,112,60,0.704,0.43
PU-AC0008-2026-04-13,AC0008,2026-04-13,112,57,0.629,0.695
PU-AC0008-2026-04-20,AC0008,2026-04-20,107,53,0.625,0.579
PU-AC0008-2026-04-27,AC0008,2026-04-27,117,55,0.754,0.587
PU-AC0008-2026-05-04,AC0008,2026-05-04,100,59,0.792,0.53
PU-AC0008-2026-05-11,AC0008,2026-05-11,109,60,0.851,0.907
PU-AC0008-2026-05-18,AC0008,2026-05-18,115,55,0.532,0.612
PU-AC0008-2026-05-25,AC0008,2026-05-25,102,56,0.598,0.55
PU-AC0008-2026-06-01,AC0008,2026-06-01,120,49,0.604,0.762
PU-AC0008-2026-06-08,AC0008,2026-06-08,104,49,0.694,0.732
PU-AC0008-2026-06-15,AC0008,2026-06-15,116,56,0.743,0.757
PU-AC0008-2026-06-22,AC0008,2026-06-22,96,62,0.669,0.618
PU-AC0008-2026-06-29,AC0008,2026-06-29,110,56,0.745,0.778
PU-AC0008-2026-07-06,AC0008,2026-07-06,97,62,0.577,0.543
PU-AC0008-2026-07-13,AC0008,2026-07-13,112,47,0.809,0.654
PU-AC0008-2026-07-20,AC0008,2026-07-20,112,49,0.828,0.712
PU-AC0008-2026-07-27,AC0008,2026-07-27,107,49,0.641,0.589
PU-AC0008-2026-08-03,AC0008,2026-08-03,112,51,0.739,0.931
PU-AC0008-2026-08-10,AC0008,2026-08-10,107,63,0.72,0.514
PU-AC0008-2026-08-17,AC0008,2026-08-17,116,54,0.683,0.677
PU-AC0008-2026-08-24,AC0008,2026-08-24,104,59,0.746,0.468
PU-AC0009-2025-09-01,AC0009,2025-09-01,25,9,0.681,0.789
PU-AC0009-2025-09-08,AC0009,2025-09-08,24,9,0.708,0.584
PU-AC0009-2025-09-15,AC0009,2025-09-15,23,8,0.679,0.535
PU-AC0009-2025-09-22,AC0009,2025-09-22,23,7,0.84,0.707
PU-AC0009-2025-09-29,AC0009,2025-09-29,24,7,0.898,0.499
PU-AC0009-2025-10-06,AC0009,2025-10-06,24,9,0.78,0.746
PU-AC0009-2025-10-13,AC0009,2025-10-13,22,9,0.863,0.759
PU-AC0009-2025-10-20,AC0009,2025-10-20,22,9,0.707,0.576
PU-AC0009-2025-10-27,AC0009,2025-10-27,23,8,0.908,0.583
PU-AC0009-2025-11-03,AC0009,2025-11-03,23,9,0.628,0.658
PU-AC0009-2025-11-10,AC0009,2025-11-10,21,8,0.558,0.395
PU-AC0009-2025-11-17,AC0009,2025-11-17,22,8,0.618,0.735
PU-AC0009-2025-11-24,AC0009,2025-11-24,25,9,0.95,0.717
PU-AC0009-2025-12-01,AC0009,2025-12-01,26,9,0.782,0.893
PU-AC0009-2025-12-08,AC0009,2025-12-08,24,8,0.858,0.579
PU-AC0009-2025-12-15,AC0009,2025-12-15,23,9,0.757,0.659
PU-AC0009-2025-12-22,AC0009,2025-12-22,22,7,1.0,0.75
PU-AC0009-2025-12-29,AC0009,2025-12-29,26,10,0.743,0.433
PU-AC0009-2026-01-05,AC0009,2026-01-05,25,9,0.882,0.553
PU-AC0009-2026-01-12,AC0009,2026-01-12,24,9,0.82,0.673
PU-AC0009-2026-01-19,AC0009,2026-01-19,23,8,0.824,0.643
PU-AC0009-2026-01-26,AC0009,2026-01-26,24,9,0.773,0.506
PU-AC0009-2026-02-02,AC0009,2026-02-02,25,8,0.612,0.662
PU-AC0009-2026-02-09,AC0009,2026-02-09,23,9,0.719,0.74
PU-AC0009-2026-02-16,AC0009,2026-02-16,21,9,0.634,0.699
PU-AC0009-2026-02-23,AC0009,2026-02-23,23,10,0.799,0.664
PU-AC0009-2026-03-02,AC0009,2026-03-02,24,8,0.908,0.938
PU-AC0009-2026-03-09,AC0009,2026-03-09,21,9,0.834,0.634
PU-AC0009-2026-03-16,AC0009,2026-03-16,22,10,0.768,0.331
PU-AC0009-2026-03-23,AC0009,2026-03-23,24,9,0.754,0.534
PU-AC0009-2026-03-30,AC0009,2026-03-30,20,10,0.714,0.444
PU-AC0009-2026-04-06,AC0009,2026-04-06,23,8,0.621,0.811
PU-AC0009-2026-04-13,AC0009,2026-04-13,22,10,0.91,0.628
PU-AC0009-2026-04-20,AC0009,2026-04-20,24,9,0.633,0.776
PU-AC0009-2026-04-27,AC0009,2026-04-27,23,9,0.535,0.68
PU-AC0009-2026-05-04,AC0009,2026-05-04,25,9,0.654,0.805
PU-AC0009-2026-05-11,AC0009,2026-05-11,25,7,0.748,0.576
PU-AC0009-2026-05-18,AC0009,2026-05-18,24,8,0.647,0.739
PU-AC0009-2026-05-25,AC0009,2026-05-25,22,9,0.545,0.639
PU-AC0009-2026-06-01,AC0009,2026-06-01,24,8,0.991,0.6
PU-AC0009-2026-06-08,AC0009,2026-06-08,23,8,0.639,0.802
PU-AC0009-2026-06-15,AC0009,2026-06-15,21,8,0.624,0.737
PU-AC0009-2026-06-22,AC0009,2026-06-22,22,8,0.805,0.704
PU-AC0009-2026-06-29,AC0009,2026-06-29,26,8,0.831,0.578
PU-AC0009-2026-07-06,AC0009,2026-07-06,23,9,0.587,0.599
PU-AC0009-2026-07-13,AC0009,2026-07-13,25,9,0.55,0.668
PU-AC0009-2026-07-20,AC0009,2026-07-20,22,9,0.596,0.652
PU-AC0009-2026-07-27,AC0009,2026-07-27,23,8,0.801,0.593
PU-AC0009-2026-08-03,AC0009,2026-08-03,22,9,0.709,0.555
PU-AC0009-2026-08-10,AC0009,2026-08-10,25,9,0.369,0.802
PU-AC0009-2026-08-17,AC0009,2026-08-17,23,9,0.8,0.955
PU-AC0009-2026-08-24,AC0009,2026-08-24,24,7,0.884,0.53
PU-AC0010-2025-09-01,AC0010,2025-09-01,45,18,0.694,0.784
PU-AC0010-2025-09-08,AC0010,2025-09-08,42,17,0.898,0.577
PU-AC0010-2025-09-15,AC0010,2025-09-15,47,18,0.748,0.529
PU-AC0010-2025-09-22,AC0010,2025-09-22,42,15,0.555,0.58
PU-AC0010-2025-09-29,AC0010,2025-09-29,45,15,0.908,0.472
PU-AC0010-2025-10-06,AC0010,2025-10-06,40,18,0.51,0.657
PU-AC0010-2025-10-13,AC0010,2025-10-13,44,16,0.996,0.659
PU-AC0010-2025-10-20,AC0010,2025-10-20,46,15,0.895,0.681
PU-AC0010-2025-10-27,AC0010,2025-10-27,42,19,0.785,0.483
PU-AC0010-2025-11-03,AC0010,2025-11-03,44,15,0.67,0.762
PU-AC0010-2025-11-10,AC0010,2025-11-10,44,17,0.665,0.736
PU-AC0010-2025-11-17,AC0010,2025-11-17,48,16,0.494,0.704
PU-AC0010-2025-11-24,AC0010,2025-11-24,48,16,0.314,0.588
PU-AC0010-2025-12-01,AC0010,2025-12-01,45,18,0.849,0.687
PU-AC0010-2025-12-08,AC0010,2025-12-08,45,17,0.612,0.68
PU-AC0010-2025-12-15,AC0010,2025-12-15,50,17,0.507,0.555
PU-AC0010-2025-12-22,AC0010,2025-12-22,42,19,0.714,0.695
PU-AC0010-2025-12-29,AC0010,2025-12-29,44,18,0.846,0.834
PU-AC0010-2026-01-05,AC0010,2026-01-05,47,17,0.653,0.613
PU-AC0010-2026-01-12,AC0010,2026-01-12,43,19,0.559,0.729
PU-AC0010-2026-01-19,AC0010,2026-01-19,44,14,0.669,0.481
PU-AC0010-2026-01-26,AC0010,2026-01-26,43,16,0.707,0.731
PU-AC0010-2026-02-02,AC0010,2026-02-02,45,15,0.834,0.552
PU-AC0010-2026-02-09,AC0010,2026-02-09,44,16,0.659,0.668
PU-AC0010-2026-02-16,AC0010,2026-02-16,43,19,0.57,0.731
PU-AC0010-2026-02-23,AC0010,2026-02-23,47,15,0.801,0.726
PU-AC0010-2026-03-02,AC0010,2026-03-02,46,19,0.7,0.636
PU-AC0010-2026-03-09,AC0010,2026-03-09,44,19,0.734,0.518
PU-AC0010-2026-03-16,AC0010,2026-03-16,45,15,0.765,0.465
PU-AC0010-2026-03-23,AC0010,2026-03-23,46,17,0.741,0.549
PU-AC0010-2026-03-30,AC0010,2026-03-30,49,17,0.734,0.883
PU-AC0010-2026-04-06,AC0010,2026-04-06,46,15,0.578,0.685
PU-AC0010-2026-04-13,AC0010,2026-04-13,49,16,0.645,0.655
PU-AC0010-2026-04-20,AC0010,2026-04-20,42,17,0.611,0.829
PU-AC0010-2026-04-27,AC0010,2026-04-27,40,17,0.976,0.741
PU-AC0010-2026-05-04,AC0010,2026-05-04,51,15,0.704,0.509
PU-AC0010-2026-05-11,AC0010,2026-05-11,41,19,0.781,0.452
PU-AC0010-2026-05-18,AC0010,2026-05-18,48,14,0.554,0.84
PU-AC0010-2026-05-25,AC0010,2026-05-25,45,19,0.807,0.734
PU-AC0010-2026-06-01,AC0010,2026-06-01,42,17,0.62,0.731
PU-AC0010-2026-06-08,AC0010,2026-06-08,45,18,0.973,0.735
PU-AC0010-2026-06-15,AC0010,2026-06-15,44,14,0.762,0.679
PU-AC0010-2026-06-22,AC0010,2026-06-22,45,16,0.882,0.895
PU-AC0010-2026-06-29,AC0010,2026-06-29,46,18,0.79,0.493
PU-AC0010-2026-07-06,AC0010,2026-07-06,42,15,0.495,0.847
PU-AC0010-2026-07-13,AC0010,2026-07-13,49,16,0.812,0.597
PU-AC0010-2026-07-20,AC0010,2026-07-20,44,15,0.431,0.578
PU-AC0010-2026-07-27,AC0010,2026-07-27,48,17,0.837,0.542
PU-AC0010-2026-08-03,AC0010,2026-08-03,41,18,0.679,0.751
PU-AC0010-2026-08-10,AC0010,2026-08-10,44,19,0.67,0.817
PU-AC0010-2026-08-17,AC0010,2026-08-17,46,18,0.827,0.98
PU-AC0010-2026-08-24,AC0010,2026-08-24,44,15,0.672,0.822
PU-AC0011-2025-09-01,AC0011,2025-09-01,50,23,0.771,0.536
PU-AC0011-2025-09-08,AC0011,2025-09-08,46,19,0.638,0.523
PU-AC0011-2025-09-15,AC0011,2025-09-15,57,20,0.701,0.833
PU-AC0011-2025-09-22,AC0011,2025-09-22,55,25,0.823,0.765
PU-AC0011-2025-09-29,AC0011,2025-09-29,54,24,0.872,0.883
PU-AC0011-2025-10-06,AC0011,2025-10-06,48,21,0.687,0.66
PU-AC0011-2025-10-13,AC0011,2025-10-13,55,20,0.735,0.713
PU-AC0011-2025-10-20,AC0011,2025-10-20,57,23,0.551,0.539
PU-AC0011-2025-10-27,AC0011,2025-10-27,52,25,0.589,0.68
PU-AC0011-2025-11-03,AC0011,2025-11-03,47,24,0.681,0.744
PU-AC0011-2025-11-10,AC0011,2025-11-10,47,19,0.593,0.592
PU-AC0011-2025-11-17,AC0011,2025-11-17,48,22,0.628,0.832
PU-AC0011-2025-11-24,AC0011,2025-11-24,45,24,0.67,0.653
PU-AC0011-2025-12-01,AC0011,2025-12-01,58,24,0.765,0.401
PU-AC0011-2025-12-08,AC0011,2025-12-08,51,24,0.506,0.785
PU-AC0011-2025-12-15,AC0011,2025-12-15,61,20,0.64,0.507
PU-AC0011-2025-12-22,AC0011,2025-12-22,53,21,0.641,0.796
PU-AC0011-2025-12-29,AC0011,2025-12-29,52,23,0.715,0.669
PU-AC0011-2026-01-05,AC0011,2026-01-05,56,24,0.764,0.834
PU-AC0011-2026-01-12,AC0011,2026-01-12,53,20,0.784,0.385
PU-AC0011-2026-01-19,AC0011,2026-01-19,53,25,0.727,0.635
PU-AC0011-2026-01-26,AC0011,2026-01-26,61,25,0.763,0.634
PU-AC0011-2026-02-02,AC0011,2026-02-02,51,24,0.724,0.782
PU-AC0011-2026-02-09,AC0011,2026-02-09,57,25,0.784,0.813
PU-AC0011-2026-02-16,AC0011,2026-02-16,56,22,0.824,0.606
PU-AC0011-2026-02-23,AC0011,2026-02-23,56,24,0.762,0.715
PU-AC0011-2026-03-02,AC0011,2026-03-02,58,22,0.818,0.605
PU-AC0011-2026-03-09,AC0011,2026-03-09,56,20,0.752,0.405
PU-AC0011-2026-03-16,AC0011,2026-03-16,59,22,0.725,0.598
PU-AC0011-2026-03-23,AC0011,2026-03-23,54,22,0.612,0.553
PU-AC0011-2026-03-30,AC0011,2026-03-30,54,20,0.649,0.726
PU-AC0011-2026-04-06,AC0011,2026-04-06,56,23,0.716,0.686
PU-AC0011-2026-04-13,AC0011,2026-04-13,55,21,0.721,0.542
PU-AC0011-2026-04-20,AC0011,2026-04-20,54,24,0.906,0.745
PU-AC0011-2026-04-27,AC0011,2026-04-27,50,19,0.552,0.716
PU-AC0011-2026-05-04,AC0011,2026-05-04,54,22,0.758,0.68
PU-AC0011-2026-05-11,AC0011,2026-05-11,59,20,0.553,0.424
PU-AC0011-2026-05-18,AC0011,2026-05-18,61,23,0.46,0.68
PU-AC0011-2026-05-25,AC0011,2026-05-25,58,19,0.813,0.727
PU-AC0011-2026-06-01,AC0011,2026-06-01,51,22,0.572,0.81
PU-AC0011-2026-06-08,AC0011,2026-06-08,51,21,0.678,0.476
PU-AC0011-2026-06-15,AC0011,2026-06-15,61,24,0.736,0.791
PU-AC0011-2026-06-22,AC0011,2026-06-22,52,22,0.847,0.535
PU-AC0011-2026-06-29,AC0011,2026-06-29,59,23,0.767,0.48
PU-AC0011-2026-07-06,AC0011,2026-07-06,58,23,0.823,0.505
PU-AC0011-2026-07-13,AC0011,2026-07-13,55,22,0.788,0.632
PU-AC0011-2026-07-20,AC0011,2026-07-20,60,23,0.46,0.812
PU-AC0011-2026-07-27,AC0011,2026-07-27,57,20,0.876,0.655
PU-AC0011-2026-08-03,AC0011,2026-08-03,49,23,0.685,0.72
PU-AC0011-2026-08-10,AC0011,2026-08-10,56,22,0.809,0.746
PU-AC0011-2026-08-17,AC0011,2026-08-17,53,22,0.659,0.567
PU-AC0011-2026-08-24,AC0011,2026-08-24,49,25,0.773,0.784
PU-AC0012-2025-09-01,AC0012,2025-09-01,27,9,0.681,0.583
PU-AC0012-2025-09-08,AC0012,2025-09-08,33,9,0.748,0.59
PU-AC0012-2025-09-15,AC0012,2025-09-15,31,10,0.827,0.958
PU-AC0012-2025-09-22,AC0012,2025-09-22,28,8,0.741,0.631
PU-AC0012-2025-09-29,AC0012,2025-09-29,30,7,0.716,0.506
PU-AC0012-2025-10-06,AC0012,2025-10-06,32,8,0.695,0.641
PU-AC0012-2025-10-13,AC0012,2025-10-13,30,8,0.799,0.553
PU-AC0012-2025-10-20,AC0012,2025-10-20,30,9,0.826,0.792
PU-AC0012-2025-10-27,AC0012,2025-10-27,30,9,0.591,0.599
PU-AC0012-2025-11-03,AC0012,2025-11-03,32,8,0.902,0.816
PU-AC0012-2025-11-10,AC0012,2025-11-10,25,9,0.557,0.624
PU-AC0012-2025-11-17,AC0012,2025-11-17,32,10,0.799,0.641
PU-AC0012-2025-11-24,AC0012,2025-11-24,29,10,0.847,0.572
PU-AC0012-2025-12-01,AC0012,2025-12-01,30,9,0.913,0.686
PU-AC0012-2025-12-08,AC0012,2025-12-08,29,8,0.873,0.652
PU-AC0012-2025-12-15,AC0012,2025-12-15,29,9,0.699,0.475
PU-AC0012-2025-12-22,AC0012,2025-12-22,33,10,0.664,0.697
PU-AC0012-2025-12-29,AC0012,2025-12-29,30,10,0.862,0.679
PU-AC0012-2026-01-05,AC0012,2026-01-05,29,9,0.746,0.665
PU-AC0012-2026-01-12,AC0012,2026-01-12,28,9,0.745,0.736
PU-AC0012-2026-01-19,AC0012,2026-01-19,31,9,0.591,0.697
PU-AC0012-2026-01-26,AC0012,2026-01-26,30,9,0.866,0.575
PU-AC0012-2026-02-02,AC0012,2026-02-02,29,9,0.644,0.851
PU-AC0012-2026-02-09,AC0012,2026-02-09,32,10,0.667,0.683
PU-AC0012-2026-02-16,AC0012,2026-02-16,28,8,0.488,0.735
PU-AC0012-2026-02-23,AC0012,2026-02-23,30,8,0.892,0.673
PU-AC0012-2026-03-02,AC0012,2026-03-02,28,9,0.684,0.625
PU-AC0012-2026-03-09,AC0012,2026-03-09,28,9,0.671,0.577
PU-AC0012-2026-03-16,AC0012,2026-03-16,28,7,0.79,0.582
PU-AC0012-2026-03-23,AC0012,2026-03-23,32,8,0.822,0.835
PU-AC0012-2026-03-30,AC0012,2026-03-30,30,9,0.574,0.5
PU-AC0012-2026-04-06,AC0012,2026-04-06,28,7,0.734,0.627
PU-AC0012-2026-04-13,AC0012,2026-04-13,30,8,0.715,0.51
PU-AC0012-2026-04-20,AC0012,2026-04-20,32,8,0.655,0.498
PU-AC0012-2026-04-27,AC0012,2026-04-27,30,9,0.723,0.663
PU-AC0012-2026-05-04,AC0012,2026-05-04,28,9,0.415,0.898
PU-AC0012-2026-05-11,AC0012,2026-05-11,31,9,0.955,0.536
PU-AC0012-2026-05-18,AC0012,2026-05-18,30,9,0.765,0.548
PU-AC0012-2026-05-25,AC0012,2026-05-25,31,10,0.405,0.865
PU-AC0012-2026-06-01,AC0012,2026-06-01,30,9,0.688,0.77
PU-AC0012-2026-06-08,AC0012,2026-06-08,28,8,0.835,0.612
PU-AC0012-2026-06-15,AC0012,2026-06-15,30,10,0.411,0.607
PU-AC0012-2026-06-22,AC0012,2026-06-22,30,9,0.819,0.374
PU-AC0012-2026-06-29,AC0012,2026-06-29,32,9,0.683,0.736
PU-AC0012-2026-07-06,AC0012,2026-07-06,31,8,0.915,0.658
PU-AC0012-2026-07-13,AC0012,2026-07-13,27,9,0.899,0.709
PU-AC0012-2026-07-20,AC0012,2026-07-20,32,7,0.919,0.468
PU-AC0012-2026-07-27,AC0012,2026-07-27,29,8,0.554,0.672
PU-AC0012-2026-08-03,AC0012,2026-08-03,28,10,0.626,0.658
PU-AC0012-2026-08-10,AC0012,2026-08-10,31,10,0.772,0.817
PU-AC0012-2026-08-17,AC0012,2026-08-17,31,9,0.902,0.885
PU-AC0012-2026-08-24,AC0012,2026-08-24,30,10,0.895,0.527
PU-AC0013-2025-09-01,AC0013,2025-09-01,50,22,0.798,0.839
PU-AC0013-2025-09-08,AC0013,2025-09-08,53,19,0.549,0.746
PU-AC0013-2025-09-15,AC0013,2025-09-15,51,20,0.803,0.839
PU-AC0013-2025-09-22,AC0013,2025-09-22,53,24,0.826,0.842
PU-AC0013-2025-09-29,AC0013,2025-09-29,60,19,0.824,0.787
PU-AC0013-2025-10-06,AC0013,2025-10-06,54,23,0.696,0.722
PU-AC0013-2025-10-13,AC0013,2025-10-13,57,21,0.622,0.608
PU-AC0013-2025-10-20,AC0013,2025-10-20,52,21,0.6,0.48
PU-AC0013-2025-10-27,AC0013,2025-10-27,58,22,0.924,0.561
PU-AC0013-2025-11-03,AC0013,2025-11-03,51,22,0.739,0.969
PU-AC0013-2025-11-10,AC0013,2025-11-10,56,20,0.691,0.893
PU-AC0013-2025-11-17,AC0013,2025-11-17,52,22,0.622,0.388
PU-AC0013-2025-11-24,AC0013,2025-11-24,52,19,0.826,0.751
PU-AC0013-2025-12-01,AC0013,2025-12-01,52,19,0.722,0.67
PU-AC0013-2025-12-08,AC0013,2025-12-08,49,19,0.694,0.744
PU-AC0013-2025-12-15,AC0013,2025-12-15,50,20,0.643,0.381
PU-AC0013-2025-12-22,AC0013,2025-12-22,55,20,0.807,0.568
PU-AC0013-2025-12-29,AC0013,2025-12-29,51,19,0.853,0.625
PU-AC0013-2026-01-05,AC0013,2026-01-05,56,24,0.604,0.805
PU-AC0013-2026-01-12,AC0013,2026-01-12,51,20,0.645,0.598
PU-AC0013-2026-01-19,AC0013,2026-01-19,59,24,0.668,0.772
PU-AC0013-2026-01-26,AC0013,2026-01-26,55,23,0.713,0.471
PU-AC0013-2026-02-02,AC0013,2026-02-02,55,24,0.632,0.694
PU-AC0013-2026-02-09,AC0013,2026-02-09,52,22,0.503,0.819
PU-AC0013-2026-02-16,AC0013,2026-02-16,52,19,0.704,0.646
PU-AC0013-2026-02-23,AC0013,2026-02-23,53,19,0.728,0.78
PU-AC0013-2026-03-02,AC0013,2026-03-02,51,22,0.919,0.746
PU-AC0013-2026-03-09,AC0013,2026-03-09,51,19,0.695,0.557
PU-AC0013-2026-03-16,AC0013,2026-03-16,54,19,0.62,0.665
PU-AC0013-2026-03-23,AC0013,2026-03-23,55,23,0.839,0.681
PU-AC0013-2026-03-30,AC0013,2026-03-30,55,23,0.681,0.691
PU-AC0013-2026-04-06,AC0013,2026-04-06,59,20,0.884,0.594
PU-AC0013-2026-04-13,AC0013,2026-04-13,52,19,0.67,0.643
PU-AC0013-2026-04-20,AC0013,2026-04-20,52,19,0.724,0.666
PU-AC0013-2026-04-27,AC0013,2026-04-27,55,24,0.624,0.607
PU-AC0013-2026-05-04,AC0013,2026-05-04,54,24,0.661,0.695
PU-AC0013-2026-05-11,AC0013,2026-05-11,54,19,0.644,0.583
PU-AC0013-2026-05-18,AC0013,2026-05-18,57,24,0.565,0.675
PU-AC0013-2026-05-25,AC0013,2026-05-25,54,23,0.59,0.547
PU-AC0013-2026-06-01,AC0013,2026-06-01,57,19,0.703,0.541
PU-AC0013-2026-06-08,AC0013,2026-06-08,56,20,0.738,0.739
PU-AC0013-2026-06-15,AC0013,2026-06-15,50,22,0.785,0.613
PU-AC0013-2026-06-22,AC0013,2026-06-22,52,20,0.786,0.842
PU-AC0013-2026-06-29,AC0013,2026-06-29,54,18,0.844,0.815
PU-AC0013-2026-07-06,AC0013,2026-07-06,56,24,0.589,0.625
PU-AC0013-2026-07-13,AC0013,2026-07-13,53,21,0.912,0.594
PU-AC0013-2026-07-20,AC0013,2026-07-20,61,20,0.955,0.548
PU-AC0013-2026-07-27,AC0013,2026-07-27,51,22,0.667,0.57
PU-AC0013-2026-08-03,AC0013,2026-08-03,60,19,0.739,0.526
PU-AC0013-2026-08-10,AC0013,2026-08-10,50,23,0.714,0.557
PU-AC0013-2026-08-17,AC0013,2026-08-17,49,20,0.6,0.605
PU-AC0013-2026-08-24,AC0013,2026-08-24,52,18,0.661,0.815
PU-AC0014-2025-09-01,AC0014,2025-09-01,24,9,0.675,0.436
PU-AC0014-2025-09-08,AC0014,2025-09-08,23,9,0.78,0.604
PU-AC0014-2025-09-15,AC0014,2025-09-15,24,9,0.69,0.71
PU-AC0014-2025-09-22,AC0014,2025-09-22,25,10,0.586,0.544
PU-AC0014-2025-09-29,AC0014,2025-09-29,24,10,0.676,0.501
PU-AC0014-2025-10-06,AC0014,2025-10-06,23,9,0.62,0.924
PU-AC0014-2025-10-13,AC0014,2025-10-13,23,9,0.556,0.515
PU-AC0014-2025-10-20,AC0014,2025-10-20,23,8,0.696,0.763
PU-AC0014-2025-10-27,AC0014,2025-10-27,25,10,0.719,0.664
PU-AC0014-2025-11-03,AC0014,2025-11-03,22,9,0.798,0.753
PU-AC0014-2025-11-10,AC0014,2025-11-10,22,10,0.874,0.565
PU-AC0014-2025-11-17,AC0014,2025-11-17,23,8,0.591,0.524
PU-AC0014-2025-11-24,AC0014,2025-11-24,22,8,0.604,0.619
PU-AC0014-2025-12-01,AC0014,2025-12-01,24,10,0.637,0.776
PU-AC0014-2025-12-08,AC0014,2025-12-08,25,9,0.594,0.624
PU-AC0014-2025-12-15,AC0014,2025-12-15,24,8,1.0,0.809
PU-AC0014-2025-12-22,AC0014,2025-12-22,23,9,0.766,0.489
PU-AC0014-2025-12-29,AC0014,2025-12-29,23,8,0.584,0.528
PU-AC0014-2026-01-05,AC0014,2026-01-05,22,8,0.823,0.798
PU-AC0014-2026-01-12,AC0014,2026-01-12,22,10,0.817,0.759
PU-AC0014-2026-01-19,AC0014,2026-01-19,26,9,0.701,0.555
PU-AC0014-2026-01-26,AC0014,2026-01-26,23,8,0.732,0.753
PU-AC0014-2026-02-02,AC0014,2026-02-02,22,9,0.873,0.63
PU-AC0014-2026-02-09,AC0014,2026-02-09,24,10,0.507,0.761
PU-AC0014-2026-02-16,AC0014,2026-02-16,23,10,0.809,0.472
PU-AC0014-2026-02-23,AC0014,2026-02-23,22,9,0.823,0.684
PU-AC0014-2026-03-02,AC0014,2026-03-02,23,9,0.763,0.701
PU-AC0014-2026-03-09,AC0014,2026-03-09,27,8,0.713,0.579
PU-AC0014-2026-03-16,AC0014,2026-03-16,22,8,0.721,0.801
PU-AC0014-2026-03-23,AC0014,2026-03-23,23,9,0.676,0.835
PU-AC0014-2026-03-30,AC0014,2026-03-30,27,10,0.606,0.929
PU-AC0014-2026-04-06,AC0014,2026-04-06,24,8,0.52,0.571
PU-AC0014-2026-04-13,AC0014,2026-04-13,24,8,1.0,0.527
PU-AC0014-2026-04-20,AC0014,2026-04-20,19,8,0.861,0.723
PU-AC0014-2026-04-27,AC0014,2026-04-27,24,9,0.877,0.622
PU-AC0014-2026-05-04,AC0014,2026-05-04,23,8,0.599,0.595
PU-AC0014-2026-05-11,AC0014,2026-05-11,24,10,0.675,0.791
PU-AC0014-2026-05-18,AC0014,2026-05-18,22,10,0.811,0.476
PU-AC0014-2026-05-25,AC0014,2026-05-25,23,10,0.687,0.688
