deal_id,account_id,owner_agent_id,created_at,closed_at,stage,amount,segment,loss_reason,source,handover_complete,special_requirements_issue
DL01132,AC0069,A048,2025-11-29,2026-01-26,Closed Lost,36000,Mid-Market,No Decision,Partner,,
DL01133,AC0100,A048,2025-11-04,,Negotiation,165000,Enterprise,,Paid Search,,
DL01134,AC0001,A045,2026-04-21,2026-06-25,Closed Won,33000,Mid-Market,,Referral,True,
DL01135,AC0149,A047,2026-07-28,,Negotiation,37000,Mid-Market,,Paid Search,,
DL01136,AC0052,A056,2026-03-29,2026-05-27,Closed Won,187000,Enterprise,,Partner,True,
DL01137,AC0058,A041,2026-02-16,,Qualified,25000,Mid-Market,,Paid Search,,
DL01138,AC0079,A054,2025-10-01,2025-11-28,Closed Lost,36000,Mid-Market,Competitor,Inbound,,
DL01139,AC0092,A045,2025-11-17,,Discovery,25000,SMB,,Inbound,,
DL01140,AC0118,A044,2026-03-03,2026-04-04,Closed Won,30000,Mid-Market,,Referral,True,
DL01141,AC0026,A056,2026-08-04,2026-10-13,Closed Lost,85000,Enterprise,No Decision,Partner,,
DL01142,AC0126,A043,2025-10-10,,Discovery,30000,Mid-Market,,Paid Search,,
DL01143,AC0110,A043,2026-01-30,2026-04-25,Closed Lost,14000,SMB,Competitor,Referral,,
DL01144,AC0013,A040,2026-05-11,,Negotiation,18000,SMB,,Inbound,,
DL01145,AC0140,A046,2025-12-12,2026-01-10,Closed Won,33000,Mid-Market,,Partner,True,
DL01146,AC0023,A049,2026-06-20,2026-07-27,Closed Won,38000,Mid-Market,,Referral,True,
DL01147,AC0067,A054,2026-06-09,,Negotiation,13000,SMB,,Outbound,,
DL01148,AC0015,A039,2026-04-13,2026-06-23,Closed Won,24000,SMB,,Referral,True,
DL01149,AC0141,A049,2026-03-19,,Qualified,22000,SMB,,Paid Search,,
DL01150,AC0044,A045,2026-06-20,,Discovery,42000,Mid-Market,,Inbound,,
DL01151,AC0134,A039,2026-03-05,,Negotiation,18000,SMB,,Outbound,,
DL01152,AC0048,A044,2026-02-14,,Proposal,19000,SMB,,Partner,,
DL01153,AC0095,A046,2025-12-30,2026-02-08,Closed Lost,21000,SMB,Missing Feature,Inbound,,
DL01154,AC0146,A050,2026-04-30,2026-06-24,Closed Lost,144000,Enterprise,Procurement,Partner,,
DL01155,AC0150,A053,2026-01-13,,Proposal,79000,Enterprise,,Partner,,
DL01156,AC0143,A041,2025-09-20,2025-11-13,Closed Lost,131000,Enterprise,Timing,Referral,,
DL01157,AC0143,A044,2025-12-14,2026-02-09,Closed Won,12000,SMB,,Outbound,True,
DL01158,AC0036,A045,2026-01-04,2026-03-12,Closed Lost,41000,Mid-Market,Missing Feature,Referral,,
DL01159,AC0012,A047,2026-06-21,,Proposal,23000,SMB,,Paid Search,,
DL01160,AC0073,A044,2025-12-17,,Discovery,35000,Mid-Market,,Outbound,,
DL01161,AC0108,A040,2025-10-14,,Discovery,93000,Enterprise,,Outbound,,
DL01162,AC0121,A052,2026-03-07,2026-05-13,Closed Won,10000,SMB,,Inbound,True,
DL01163,AC0035,A050,2026-04-27,,Discovery,11000,SMB,,Referral,,
DL01164,AC0125,A050,2025-09-20,2025-11-30,Closed Lost,24000,SMB,Timing,Outbound,,
DL01165,AC0048,A047,2026-01-22,2026-03-14,Closed Lost,38000,Mid-Market,Price,Paid Search,,
DL01166,AC0081,A048,2026-07-07,2026-08-04,Closed Won,14000,SMB,,Paid Search,True,
DL01167,AC0087,A043,2026-08-03,,Negotiation,92000,Enterprise,,Inbound,,
DL01168,AC0054,A049,2026-02-19,,Proposal,11000,SMB,,Referral,,
DL01169,AC0085,A041,2026-07-24,2026-08-27,Closed Lost,12000,SMB,Missing Feature,Partner,,
DL01170,AC0055,A049,2026-03-28,2026-05-24,Closed Lost,25000,SMB,No Decision,Partner,,
DL01171,AC0057,A054,2026-05-07,2026-07-23,Closed Lost,19000,SMB,No Decision,Paid Search,,
DL01172,AC0100,A040,2026-01-01,2026-02-01,Closed Won,46000,Mid-Market,,Paid Search,True,
DL01173,AC0029,A049,2025-11-20,,Proposal,96000,Enterprise,,Paid Search,,
DL01174,AC0117,A039,2025-11-23,2026-01-01,Closed Lost,47000,Mid-Market,Timing,Referral,,
DL01175,AC0018,A050,2025-09-24,,Qualified,138000,Enterprise,,Outbound,,
DL01176,AC0124,A040,2025-11-17,2026-01-23,Closed Won,13000,SMB,,Outbound,True,
DL01177,AC0121,A052,2026-06-13,,Proposal,145000,Enterprise,,Partner,,
DL01178,AC0135,A056,2026-08-09,2026-10-22,Closed Lost,22000,SMB,Unqualified,Outbound,,
DL01179,AC0014,A053,2026-02-14,2026-04-19,Closed Won,34000,Mid-Market,,Referral,False,Free-text / field quality issue
DL01180,AC0073,A053,2026-05-24,,Discovery,23000,SMB,,Outbound,,
DL01181,AC0090,A040,2025-09-30,,Proposal,39000,Mid-Market,,Outbound,,
DL01182,AC0147,A041,2026-01-27,,Proposal,10000,SMB,,Paid Search,,
DL01183,AC0114,A047,2025-11-01,2025-12-24,Closed Lost,164000,Enterprise,Price,Partner,,
DL01184,AC0123,A055,2026-07-14,,Qualified,16000,SMB,,Referral,,
DL01185,AC0107,A041,2026-03-15,2026-05-08,Closed Lost,172000,Enterprise,No Decision,Outbound,,
DL01186,AC0003,A046,2025-11-28,2026-01-20,Closed Lost,156000,Enterprise,Unqualified,Partner,,
DL01187,AC0024,A054,2026-04-20,,Negotiation,32000,Mid-Market,,Partner,,
DL01188,AC0145,A047,2026-05-29,,Negotiation,9000,SMB,,Referral,,
DL01189,AC0057,A045,2025-09-11,2025-11-14,Closed Won,8000,SMB,,Outbound,True,
DL01190,AC0062,A053,2025-12-21,2026-02-10,Closed Won,45000,Mid-Market,,Inbound,True,
DL01191,AC0094,A055,2025-11-15,2025-12-07,Closed Won,133000,Enterprise,,Inbound,True,
DL01192,AC0031,A047,2025-12-12,2026-01-07,Closed Lost,52000,Mid-Market,Competitor,Partner,,
DL01193,AC0061,A045,2026-07-02,2026-07-29,Closed Lost,59000,Mid-Market,Competitor,Outbound,,
DL01194,AC0103,A054,2026-02-18,2026-04-18,Closed Won,23000,SMB,,Paid Search,True,
DL01195,AC0017,A039,2026-03-22,,Discovery,25000,SMB,,Partner,,
DL01196,AC0116,A048,2026-05-07,,Proposal,45000,Mid-Market,,Paid Search,,
DL01197,AC0111,A052,2025-10-01,2025-12-09,Closed Won,27000,Mid-Market,,Paid Search,True,
DL01198,AC0054,A054,2026-06-15,2026-08-12,Closed Lost,22000,SMB,Missing Feature,Partner,,
DL01199,AC0138,A051,2026-02-17,,Proposal,52000,Mid-Market,,Outbound,,
DL01200,AC0052,A040,2026-01-28,2026-02-14,Closed Lost,35000,Mid-Market,Price,Partner,,
DL01201,AC0012,A049,2026-06-01,,Proposal,11000,SMB,,Paid Search,,
DL01202,AC0088,A053,2026-06-02,,Negotiation,18000,SMB,,Outbound,,
DL01203,AC0046,A041,2026-03-20,,Negotiation,19000,SMB,,Paid Search,,
DL01204,AC0084,A047,2025-11-03,2026-01-03,Closed Lost,39000,Mid-Market,Unqualified,Inbound,,
DL01205,AC0021,A042,2025-09-14,,Discovery,29000,Mid-Market,,Paid Search,,
DL01206,AC0056,A041,2025-12-07,2026-01-18,Closed Won,32000,Mid-Market,,Paid Search,True,
DL01207,AC0116,A049,2026-07-21,,Discovery,46000,Mid-Market,,Inbound,,
DL01208,AC0119,A041,2025-10-14,2025-12-10,Closed Lost,47000,Mid-Market,Unqualified,Referral,,
DL01209,AC0031,A042,2026-01-11,2026-04-05,Closed Lost,43000,Mid-Market,No Decision,Paid Search,,
DL01210,AC0103,A050,2025-10-25,2026-01-03,Closed Lost,160000,Enterprise,Unqualified,Outbound,,
DL01211,AC0010,A049,2026-05-28,2026-07-22,Closed Won,125000,Enterprise,,Outbound,True,
DL01212,AC0022,A039,2025-11-03,2025-12-30,Closed Lost,11000,SMB,Missing Feature,Outbound,,
DL01213,AC0106,A052,2026-03-07,2026-05-07,Closed Lost,11000,SMB,Timing,Paid Search,,
DL01214,AC0050,A047,2025-11-26,,Discovery,16000,SMB,,Outbound,,
DL01215,AC0039,A050,2026-03-13,2026-05-23,Closed Lost,17000,SMB,No Decision,Paid Search,,
DL01216,AC0073,A041,2025-09-25,,Qualified,28000,Mid-Market,,Outbound,,
DL01217,AC0078,A045,2025-12-24,2026-02-04,Closed Won,93000,Enterprise,,Paid Search,True,
DL01218,AC0128,A054,2026-06-06,,Qualified,17000,SMB,,Inbound,,
DL01219,AC0116,A053,2026-05-15,,Proposal,22000,SMB,,Outbound,,
DL01220,AC0139,A051,2025-09-17,,Proposal,16000,SMB,,Outbound,,
DL01221,AC0087,A042,2026-03-06,2026-05-26,Closed Lost,38000,Mid-Market,No Decision,Partner,,
DL01222,AC0074,A050,2026-06-16,2026-07-24,Closed Lost,9000,SMB,Price,Outbound,,
DL01223,AC0053,A048,2026-01-25,,Discovery,159000,Enterprise,,Paid Search,,
DL01224,AC0053,A044,2025-09-23,2025-12-04,Closed Won,42000,Mid-Market,,Inbound,True,
DL01225,AC0122,A045,2026-06-14,2026-08-01,Closed Lost,24000,SMB,Price,Paid Search,,
DL01226,AC0116,A046,2025-12-13,2025-12-29,Closed Lost,65000,Enterprise,Price,Paid Search,,
DL01227,AC0019,A040,2025-12-11,2026-01-26,Closed Won,94000,Enterprise,,Inbound,True,
DL01228,AC0055,A042,2026-01-28,2026-04-04,Closed Won,8000,SMB,,Partner,True,Integration mapping error
DL01229,AC0138,A040,2026-01-16,,Negotiation,14000,SMB,,Partner,,
DL01230,AC0141,A044,2026-06-25,,Qualified,29000,Mid-Market,,Inbound,,
DL01231,AC0110,A055,2026-04-14,2026-06-21,Closed Lost,9000,SMB,Missing Feature,Inbound,,
DL01232,AC0023,A044,2026-03-09,,Discovery,14000,SMB,,Outbound,,
DL01233,AC0114,A043,2025-10-14,2025-11-24,Closed Won,113000,Enterprise,,Referral,True,
DL01234,AC0028,A040,2026-04-04,2026-06-19,Closed Lost,54000,Mid-Market,Missing Feature,Inbound,,
DL01235,AC0111,A042,2026-02-22,2026-03-15,Closed Lost,26000,Mid-Market,Unqualified,Paid Search,,
DL01236,AC0077,A047,2025-10-01,,Proposal,8000,SMB,,Outbound,,
DL01237,AC0131,A040,2025-12-23,2026-03-01,Closed Won,140000,Enterprise,,Referral,True,
DL01238,AC0029,A053,2026-06-01,,Qualified,11000,SMB,,Inbound,,
DL01239,AC0077,A051,2025-10-17,,Discovery,62000,Mid-Market,,Inbound,,
DL01240,AC0091,A050,2025-11-27,,Negotiation,22000,SMB,,Partner,,
DL01241,AC0037,A050,2026-08-24,2026-09-16,Closed Lost,77000,Enterprise,Missing Feature,Partner,True,
DL01242,AC0020,A049,2025-11-26,,Qualified,12000,SMB,,Referral,,
DL01243,AC0125,A051,2026-04-02,,Proposal,19000,SMB,,Outbound,,
DL01244,AC0117,A051,2026-06-28,2026-08-25,Closed Lost,26000,Mid-Market,Competitor,Referral,,
DL01245,AC0067,A056,2025-10-12,2025-12-03,Closed Lost,8000,SMB,Procurement,Paid Search,,
DL01246,AC0035,A041,2025-12-05,,Proposal,16000,SMB,,Referral,,
DL01247,AC0005,A042,2025-11-21,2026-01-18,Closed Lost,49000,Mid-Market,Timing,Partner,,
DL01248,AC0145,A054,2026-07-20,2026-10-10,Closed Lost,8000,SMB,Competitor,Referral,,
DL01249,AC0038,A054,2026-08-12,2026-11-03,Closed Lost,19000,SMB,No Decision,Paid Search,,
DL01250,AC0037,A047,2026-01-21,2026-02-12,Closed Won,24000,SMB,,Outbound,True,
DL01251,AC0031,A048,2026-03-10,2026-05-15,Closed Won,25000,Mid-Market,,Paid Search,True,
DL01252,AC0105,A053,2026-01-08,2026-02-28,Closed Won,25000,SMB,,Referral,True,
DL01253,AC0132,A043,2025-11-23,2026-01-04,Closed Won,181000,Enterprise,,Outbound,True,
DL01254,AC0027,A039,2026-03-25,2026-05-25,Closed Won,17000,SMB,,Inbound,True,
DL01255,AC0094,A056,2026-03-13,,Negotiation,61000,Mid-Market,,Partner,,
DL01256,AC0111,A047,2025-10-09,,Qualified,31000,Mid-Market,,Inbound,,
DL01257,AC0079,A042,2026-02-23,,Qualified,10000,SMB,,Partner,,
DL01258,AC0119,A056,2026-02-20,,Qualified,105000,Enterprise,,Outbound,,
DL01259,AC0105,A049,2026-04-04,2026-07-01,Closed Lost,96000,Enterprise,No Decision,Outbound,,
DL01260,AC0105,A040,2026-06-26,2026-08-17,Closed Lost,54000,Mid-Market,Unqualified,Partner,,
DL01261,AC0109,A047,2026-03-08,2026-05-24,Closed Lost,26000,Mid-Market,No Decision,Outbound,,
DL01262,AC0124,A050,2025-09-22,2025-11-10,Closed Won,53000,Mid-Market,,Outbound,True,
DL01263,AC0070,A043,2026-06-20,2026-08-07,Closed Lost,46000,Mid-Market,No Decision,Referral,,
DL01264,AC0146,A044,2026-06-25,,Qualified,25000,SMB,,Referral,,
DL01265,AC0108,A056,2025-12-12,2026-02-12,Closed Won,17000,SMB,,Inbound,True,
DL01266,AC0136,A053,2025-10-19,,Discovery,172000,Enterprise,,Paid Search,,
DL01267,AC0047,A055,2025-10-12,2025-12-02,Closed Won,20000,SMB,,Partner,True,Free-text vague
DL01268,AC0089,A054,2026-04-02,2026-04-30,Closed Lost,28000,Mid-Market,Unqualified,Paid Search,,
DL01269,AC0025,A045,2026-03-24,2026-05-25,Closed Lost,94000,Enterprise,No Decision,Paid Search,,
DL01270,AC0121,A055,2026-02-10,2026-03-18,Closed Lost,29000,Mid-Market,Missing Feature,Referral,,
DL01271,AC0076,A040,2026-08-19,2026-11-02,Closed Lost,58000,Mid-Market,Missing Feature,Paid Search,,
DL01272,AC0086,A044,2026-08-16,,Proposal,19000,SMB,,Outbound,,
DL01273,AC0032,A054,2025-10-24,2026-01-12,Closed Lost,34000,Mid-Market,Missing Feature,Inbound,,
DL01274,AC0093,A049,2025-09-06,2025-11-17,Closed Won,15000,SMB,,Referral,True,
DL01275,AC0042,A056,2025-09-02,2025-10-19,Closed Lost,15000,SMB,Procurement,Inbound,,
DL01276,AC0150,A053,2025-12-21,2026-03-01,Closed Lost,64000,Mid-Market,Timing,Outbound,,
DL01277,AC0004,A050,2025-11-13,2025-12-04,Closed Won,63000,Mid-Market,,Outbound,True,
DL01278,AC0046,A049,2025-09-05,,Qualified,174000,Enterprise,,Paid Search,,
DL01279,AC0035,A043,2026-02-02,2026-03-08,Closed Lost,36000,Mid-Market,Unqualified,Referral,,
DL01280,AC0144,A054,2026-07-01,,Proposal,99000,Enterprise,,Paid Search,,
DL01281,AC0125,A050,2026-08-16,,Negotiation,39000,Mid-Market,,Outbound,,
DL01282,AC0146,A051,2026-01-09,,Proposal,20000,SMB,,Partner,,
DL01283,AC0139,A039,2025-10-27,2025-12-12,Closed Won,15000,SMB,,Partner,True,
DL01284,AC0101,A039,2026-04-09,2026-07-06,Closed Lost,15000,SMB,Price,Inbound,,
DL01285,AC0051,A048,2026-01-25,2026-03-03,Closed Lost,55000,Mid-Market,Competitor,Partner,,
DL01286,AC0095,A050,2025-10-07,2025-12-04,Closed Won,34000,Mid-Market,,Inbound,True,
DL01287,AC0104,A045,2026-07-14,2026-09-20,Closed Won,18000,SMB,,Referral,True,
DL01288,AC0131,A055,2026-02-14,,Proposal,16000,SMB,,Referral,,
DL01289,AC0122,A049,2026-08-14,2026-09-15,Closed Won,13000,SMB,,Paid Search,True,
DL01290,AC0063,A051,2026-02-19,,Qualified,33000,Mid-Market,,Inbound,,
DL01291,AC0134,A039,2025-09-20,2025-11-25,Closed Won,25000,SMB,,Paid Search,True,
DL01292,AC0043,A041,2025-09-30,2025-12-04,Closed Won,140000,Enterprise,,Partner,True,
DL01293,AC0127,A055,2025-09-10,,Negotiation,17000,SMB,,Outbound,,
DL01294,AC0021,A053,2026-08-07,,Discovery,178000,Enterprise,,Inbound,,
DL01295,AC0031,A045,2026-05-22,2026-06-10,Closed Won,29000,Mid-Market,,Partner,True,
DL01296,AC0030,A042,2025-11-09,2025-12-05,Closed Lost,11000,SMB,Missing Feature,Inbound,,
DL01297,AC0092,A050,2025-12-19,2026-03-03,Closed Won,60000,Mid-Market,,Inbound,True,
DL01298,AC0051,A048,2026-05-07,,Discovery,38000,Mid-Market,,Paid Search,,
DL01299,AC0118,A049,2025-10-10,2025-11-18,Closed Lost,73000,Enterprise,Missing Feature,Referral,,
DL01300,AC0075,A051,2025-11-11,,Proposal,25000,SMB,,Referral,,
