lead_id,created_date,lead_source,industry,region,company_size,rep_id,status,qualified_date,demo_date,opportunity_date,closed_date,potential_arr_eur,loss_reason
VAI-00955,2025-10-02,Outbound,Healthcare,DACH,51-200,AE04,Demo Completed,2025-10-10,2025-10-22,,,,
VAI-00956,2025-09-10,Partners,Fintech,DACH,51-200,AE02,Unqualified,,,,,,
VAI-00957,2025-12-07,LinkedIn,Professional Services,UK & Ireland,1-50,AE07,Unqualified,,,,,,
VAI-00958,2025-07-11,Referral,Fintech,Nordics,201-500,AE06,Demo Completed,2025-07-14,2025-08-01,,,,
VAI-00959,2025-09-08,Outbound,Professional Services,DACH,201-500,AE06,Unqualified,,,,,,
VAI-00960,2025-12-31,Referral,E-commerce,Nordics,1000+,AE05,Closed Lost,2026-01-06,2026-01-18,2026-01-31,2026-03-03,99500.0,Competitor
VAI-00961,2025-03-18,Organic Search,Professional Services,UK & Ireland,201-500,AE03,Unqualified,,,,,,
VAI-00962,2025-09-28,LinkedIn,HR Tech,Southern Europe,501-1000,AE08,Unqualified,,,,,,
VAI-00963,2025-07-24,Organic Search,Healthcare,Nordics,51-200,AE06,Unqualified,,,,,,
VAI-00964,2025-12-25,Events,Media,CEE,1000+,AE07,Qualified,2025-12-31,,,,,
VAI-00965,2025-04-19,Partners,E-commerce,Benelux,1-50,AE05,Qualified,2025-04-20,,,,,
VAI-00966,2025-10-30,Paid Search,HR Tech,Southern Europe,201-500,AE06,Qualified,2025-11-02,,,,,
VAI-00967,2025-10-28,Referral,E-commerce,Southern Europe,501-1000,AE02,Qualified,2025-11-02,,,,,
VAI-00968,2025-11-10,Paid Search,SaaS,Nordics,201-500,AE01,Unqualified,,,,,,
VAI-00969,2025-09-26,Events,Travel,DACH,201-500,AE06,Qualified,2025-09-29,,,,,
VAI-00970,2025-05-24,Paid Search,HR Tech,UK & Ireland,1000+,AE01,Qualified,2025-05-28,,,,,
VAI-00971,2025-09-03,Outbound,Professional Services,CEE,51-200,AE01,Unqualified,,,,,,
VAI-00972,2025-01-20,LinkedIn,Professional Services,UK & Ireland,51-200,AE08,Unqualified,,,,,,
VAI-00973,2025-04-01,Partners,SaaS,UK & Ireland,51-200,AE07,Unqualified,,,,,,
VAI-00974,2025-03-10,Partners,Fintech,DACH,1-50,AE03,Unqualified,,,,,,
VAI-00975,2025-08-17,Organic Search,Travel,Southern Europe,201-500,AE03,Qualified,2025-08-22,,,,,
VAI-00976,2025-01-31,Organic Search,Healthcare,Benelux,51-200,AE02,Unqualified,,,,,,
VAI-00977,2025-01-17,Organic Search,Fintech,Nordics,201-500,AE03,Unqualified,,,,,,
VAI-00978,2025-09-13,Referral,SaaS,Nordics,201-500,AE02,Closed Won,2025-09-17,2025-09-20,2025-10-04,2025-10-23,30000.0,
VAI-00979,2025-01-09,Events,SaaS,Southern Europe,51-200,AE03,Demo Completed,2025-01-17,2025-02-01,,,,
VAI-00980,2025-01-05,Partners,Healthcare,DACH,501-1000,AE02,Qualified,2025-01-07,,,,,
VAI-00981,2025-10-02,Organic Search,Media,Southern Europe,201-500,AE08,Unqualified,,,,,,
VAI-00982,2025-10-28,Outbound,Healthcare,Southern Europe,201-500,AE06,Qualified,2025-11-04,,,,,
VAI-00983,2025-05-09,Organic Search,SaaS,Nordics,201-500,AE01,Closed Lost,2025-05-10,2025-05-14,2025-05-17,2025-05-20,32000.0,Price
VAI-00984,2025-04-12,Referral,Fintech,UK & Ireland,201-500,AE08,Unqualified,,,,,,
VAI-00985,2025-02-23,Organic Search,Travel,Nordics,51-200,AE02,Qualified,2025-02-25,,,,,
VAI-00986,2025-06-10,LinkedIn,Healthcare,DACH,201-500,AE08,Unqualified,,,,,,
VAI-00987,2025-05-05,Events,HR Tech,UK & Ireland,501-1000,AE01,Unqualified,,,,,,
VAI-00988,2025-07-25,Outbound,Media,DACH,201-500,AE08,Closed Lost,2025-07-29,2025-08-25,2025-09-01,2025-09-16,31500.0,Timing
VAI-00989,2025-07-08,Organic Search,Fintech,DACH,1000+,AE05,Closed Lost,2025-07-13,2025-07-14,2025-07-17,2025-08-08,114500.0,Missing feature
VAI-00990,2025-09-17,Organic Search,HR Tech,CEE,51-200,AE05,Qualified,2025-09-21,,,,,
VAI-00991,2025-01-11,Partners,Healthcare,UK & Ireland,51-200,AE01,Unqualified,,,,,,
VAI-00992,2025-12-15,Outbound,Fintech,Nordics,1-50,AE02,Qualified,2025-12-17,,,,,
VAI-00993,2025-12-09,Organic Search,Professional Services,UK & Ireland,1-50,AE03,Unqualified,,,,,,
VAI-00994,2025-04-30,Referral,SaaS,Benelux,1000+,AE06,Qualified,2025-05-02,,,,,
VAI-00995,2025-02-09,Referral,Travel,Nordics,201-500,AE06,Qualified,2025-02-10,,,,,
VAI-00996,2025-07-25,Organic Search,Healthcare,DACH,1000+,AE04,Qualified,2025-08-01,,,,,
VAI-00997,2025-02-05,Referral,Media,CEE,201-500,AE06,Demo Completed,2025-02-11,2025-02-16,,,,
VAI-00998,2025-07-23,Paid Search,Fintech,Nordics,201-500,AE07,Qualified,2025-07-24,,,,,
VAI-00999,2025-08-03,LinkedIn,Travel,CEE,1-50,AE01,Closed Won,2025-08-10,2025-08-16,2025-08-19,2025-09-03,7500.0,
VAI-01000,2025-02-08,Partners,Healthcare,UK & Ireland,1000+,AE08,Unqualified,,,,,,
VAI-01001,2025-08-05,Outbound,E-commerce,CEE,51-200,AE02,Unqualified,,,,,,
VAI-01002,2025-02-16,LinkedIn,E-commerce,Nordics,51-200,AE03,Unqualified,,,,,,
VAI-01003,2025-11-02,Organic Search,Media,DACH,51-200,AE02,Qualified,2025-11-03,,,,,
VAI-01004,2025-09-24,Outbound,Travel,Southern Europe,1-50,AE01,Unqualified,,,,,,
VAI-01005,2025-09-21,Paid Search,Fintech,Southern Europe,501-1000,AE03,Unqualified,,,,,,
VAI-01006,2025-03-25,Paid Search,HR Tech,DACH,501-1000,AE04,Qualified,2025-03-26,,,,,
VAI-01007,2025-11-09,Events,Travel,UK & Ireland,51-200,AE03,Unqualified,,,,,,
VAI-01008,2025-07-04,Outbound,Professional Services,Nordics,201-500,AE02,Demo Completed,2025-07-13,2025-07-15,,,,
VAI-01009,2025-10-26,Paid Search,HR Tech,Southern Europe,1-50,AE06,Unqualified,,,,,,
VAI-01010,2025-04-10,Events,E-commerce,DACH,51-200,AE05,Qualified,2025-04-14,,,,,
VAI-01011,2025-05-01,Partners,SaaS,UK & Ireland,1000+,AE02,Closed Won,2025-05-02,2025-05-07,2025-05-09,2025-06-04,117000.0,
VAI-01012,2025-10-29,Outbound,Healthcare,DACH,201-500,AE02,Qualified,2025-11-01,,,,,
VAI-01013,2025-03-29,Partners,Media,UK & Ireland,201-500,AE03,Unqualified,,,,,,
VAI-01014,2025-03-23,Organic Search,Media,Southern Europe,1-50,AE08,Unqualified,,,,,,
VAI-01015,2025-07-26,Outbound,HR Tech,Southern Europe,501-1000,AE05,Unqualified,,,,,,
VAI-01016,2025-10-22,Referral,Media,UK & Ireland,501-1000,AE04,Unqualified,,,,,,
VAI-01017,2025-11-11,LinkedIn,Professional Services,DACH,1-50,AE08,Unqualified,,,,,,
VAI-01018,2025-12-31,Partners,Healthcare,Southern Europe,51-200,AE04,Unqualified,,,,,,
VAI-01019,2025-03-08,Organic Search,Healthcare,UK & Ireland,201-500,AE07,Unqualified,,,,,,
VAI-01020,2025-09-19,Paid Search,SaaS,DACH,51-200,AE02,Unqualified,,,,,,
VAI-01021,2025-08-26,Partners,HR Tech,DACH,201-500,AE02,Qualified,2025-08-30,,,,,
VAI-01022,2025-01-08,Paid Search,Professional Services,Benelux,51-200,AE07,Unqualified,,,,,,
VAI-01023,2025-05-18,Paid Search,E-commerce,Southern Europe,51-200,AE05,Unqualified,,,,,,
VAI-01024,2025-10-06,Outbound,Media,Benelux,501-1000,AE04,Closed Lost,2025-10-19,2025-11-10,2025-11-13,2025-12-19,33500.0,Budget frozen
VAI-01025,2025-02-13,Referral,HR Tech,Benelux,51-200,AE03,Closed Lost,2025-02-15,2025-03-02,2025-03-03,2025-03-19,13000.0,Competitor
VAI-01026,2025-04-04,Paid Search,Healthcare,DACH,201-500,AE03,Unqualified,,,,,,
VAI-01027,2025-12-19,Outbound,E-commerce,Nordics,1-50,AE01,Demo Completed,2025-12-25,2025-12-28,,,,
VAI-01028,2025-04-21,Paid Search,Professional Services,Nordics,201-500,AE06,Qualified,2025-04-25,,,,,
VAI-01029,2025-07-03,Referral,Professional Services,Benelux,1-50,AE03,Qualified,2025-07-04,,,,,
VAI-01030,2025-11-08,Referral,HR Tech,DACH,51-200,AE06,Unqualified,,,,,,
VAI-01031,2025-11-20,Organic Search,HR Tech,CEE,1-50,AE08,Closed Lost,2025-11-26,2025-11-27,2025-12-09,2025-12-19,4500.0,Competitor
VAI-01032,2025-08-19,Referral,SaaS,Nordics,501-1000,AE05,Demo Completed,2025-08-22,2025-09-03,,,,
VAI-01033,2025-03-12,Paid Search,Fintech,Nordics,51-200,AE06,Qualified,2025-03-13,,,,,
VAI-01034,2025-02-17,Paid Search,Healthcare,DACH,501-1000,AE08,Unqualified,,,,,,
VAI-01035,2025-12-30,LinkedIn,Fintech,UK & Ireland,501-1000,AE01,Qualified,2026-01-04,,,,,
VAI-01036,2025-07-30,Outbound,Travel,Nordics,51-200,AE07,Unqualified,,,,,,
VAI-01037,2025-04-09,Partners,Media,DACH,201-500,AE05,Demo Completed,2025-04-10,2025-04-14,,,,
VAI-01038,2025-11-05,Organic Search,Media,Benelux,51-200,AE02,Qualified,2025-11-10,,,,,
VAI-01039,2025-08-16,Paid Search,Healthcare,DACH,51-200,AE01,Unqualified,,,,,,
VAI-01040,2025-04-21,Partners,Travel,DACH,1000+,AE07,Qualified,2025-04-23,,,,,
VAI-01041,2025-12-21,Outbound,Media,Benelux,201-500,AE07,Closed Won,2025-12-22,2026-01-06,2026-01-14,2026-02-10,38500.0,
VAI-01042,2025-01-24,Outbound,E-commerce,CEE,51-200,AE07,Closed Won,2025-01-29,2025-02-05,2025-03-02,2025-03-11,11000.0,
VAI-01043,2025-12-09,Paid Search,E-commerce,DACH,1000+,AE08,Closed Won,2025-12-13,2025-12-17,2025-12-23,2026-02-13,83000.0,
VAI-01044,2025-05-27,Outbound,Professional Services,CEE,201-500,AE04,Unqualified,,,,,,
VAI-01045,2025-11-22,Organic Search,E-commerce,UK & Ireland,501-1000,AE04,Demo Completed,2025-11-24,2025-12-01,,,,
VAI-01046,2025-01-25,Referral,HR Tech,UK & Ireland,1000+,AE08,Qualified,2025-01-27,,,,,
VAI-01047,2025-06-24,Outbound,HR Tech,DACH,201-500,AE04,Unqualified,,,,,,
VAI-01048,2025-01-11,Paid Search,Healthcare,UK & Ireland,501-1000,AE08,Unqualified,,,,,,
VAI-01049,2025-02-25,Paid Search,HR Tech,Benelux,1000+,AE03,Unqualified,,,,,,
VAI-01050,2025-05-31,Events,HR Tech,Benelux,201-500,AE08,Demo Completed,2025-06-07,2025-06-08,,,,
VAI-01051,2025-12-01,Organic Search,Healthcare,CEE,201-500,AE01,Qualified,2025-12-10,,,,,
VAI-01052,2025-06-18,Events,E-commerce,UK & Ireland,1-50,AE08,Unqualified,,,,,,
VAI-01053,2025-08-16,LinkedIn,Fintech,Southern Europe,1-50,AE03,Demo Completed,2025-08-17,2025-08-18,,,,
VAI-01054,2025-09-12,Outbound,Media,Southern Europe,201-500,AE02,Unqualified,,,,,,
VAI-01055,2025-07-03,Referral,E-commerce,Nordics,51-200,AE08,Qualified,2025-07-10,,,,,
VAI-01056,2025-03-16,LinkedIn,Media,CEE,51-200,AE05,Unqualified,,,,,,
VAI-01057,2025-04-30,Paid Search,Media,DACH,51-200,AE01,Unqualified,,,,,,
VAI-01058,2025-12-31,Outbound,Professional Services,Nordics,201-500,AE05,Unqualified,,,,,,
VAI-01059,2025-04-11,Outbound,SaaS,UK & Ireland,501-1000,AE04,Unqualified,,,,,,
VAI-01060,2025-08-18,Organic Search,Fintech,DACH,51-200,AE02,Unqualified,,,,,,
VAI-01061,2025-12-31,Organic Search,Travel,DACH,501-1000,AE04,Closed Won,2026-01-01,2026-01-06,2026-01-15,2026-01-29,39000.0,
VAI-01062,2025-06-20,Organic Search,Fintech,Nordics,201-500,AE01,Unqualified,,,,,,
VAI-01063,2025-06-20,Organic Search,Professional Services,CEE,51-200,AE06,Unqualified,,,,,,
VAI-01064,2025-06-13,Outbound,SaaS,CEE,1-50,AE04,Qualified,2025-06-16,,,,,
VAI-01065,2025-06-21,Partners,SaaS,CEE,51-200,AE05,Unqualified,,,,,,
VAI-01066,2025-03-23,LinkedIn,Travel,UK & Ireland,1-50,AE07,Unqualified,,,,,,
VAI-01067,2025-08-28,Referral,Healthcare,Southern Europe,1000+,AE05,Demo Completed,2025-09-07,2025-09-12,,,,
VAI-01068,2025-01-27,Outbound,Travel,Southern Europe,51-200,AE06,Qualified,2025-01-31,,,,,
VAI-01069,2025-11-04,Organic Search,Healthcare,CEE,51-200,AE07,Unqualified,,,,,,
VAI-01070,2025-08-18,Organic Search,SaaS,UK & Ireland,1-50,AE04,Unqualified,,,,,,
VAI-01071,2025-09-29,LinkedIn,Fintech,DACH,51-200,AE03,Unqualified,,,,,,
VAI-01072,2025-05-21,Partners,Professional Services,Benelux,501-1000,AE05,Unqualified,,,,,,
VAI-01073,2025-09-25,Outbound,Healthcare,CEE,51-200,AE08,Unqualified,,,,,,
VAI-01074,2025-07-09,Partners,SaaS,DACH,51-200,AE01,Demo Completed,2025-07-13,2025-07-23,,,,
VAI-01075,2025-03-26,Paid Search,Media,CEE,51-200,AE04,Unqualified,,,,,,
VAI-01076,2025-11-27,Partners,Professional Services,Southern Europe,51-200,AE01,Closed Won,2025-11-28,2025-12-03,2025-12-17,2025-12-29,15500.0,
VAI-01077,2025-07-27,Events,E-commerce,DACH,51-200,AE02,Qualified,2025-07-29,,,,,
VAI-01078,2025-07-24,Outbound,Healthcare,CEE,1-50,AE05,Unqualified,,,,,,
VAI-01079,2025-06-11,Organic Search,Media,CEE,51-200,AE07,Demo Completed,2025-06-12,2025-06-18,,,,
VAI-01080,2025-11-04,Organic Search,Travel,DACH,201-500,AE08,Unqualified,,,,,,
VAI-01081,2025-01-31,Paid Search,Professional Services,CEE,501-1000,AE04,Unqualified,,,,,,
VAI-01082,2025-03-20,Outbound,Professional Services,UK & Ireland,1000+,AE05,Qualified,2025-04-01,,,,,
VAI-01083,2025-05-25,Organic Search,SaaS,UK & Ireland,501-1000,AE01,Demo Completed,2025-06-02,2025-06-04,,,,
VAI-01084,2025-10-07,Paid Search,HR Tech,DACH,1-50,AE05,Unqualified,,,,,,
VAI-01085,2025-02-05,Events,Professional Services,DACH,51-200,AE01,Qualified,2025-02-07,,,,,
VAI-01086,2025-02-28,Events,Professional Services,Nordics,51-200,AE02,Closed Lost,2025-03-06,2025-03-07,2025-03-18,2025-05-11,12500.0,No decision
VAI-01087,2025-11-19,Organic Search,HR Tech,CEE,1-50,AE04,Qualified,2025-11-23,,,,,
VAI-01088,2025-07-26,Organic Search,SaaS,UK & Ireland,1000+,AE05,Demo Completed,2025-07-28,2025-08-01,,,,
VAI-01089,2025-12-14,Partners,Travel,Nordics,201-500,AE05,Closed Won,2025-12-16,2025-12-24,2025-12-30,2026-01-13,40000.0,
VAI-01090,2025-11-13,Organic Search,SaaS,Benelux,51-200,AE08,Closed Lost,2025-11-19,2025-11-20,2025-11-25,2025-12-24,13500.0,No decision
VAI-01091,2025-07-09,Paid Search,SaaS,Nordics,501-1000,AE08,Closed Won,2025-07-17,2025-07-22,2025-07-27,2025-08-28,64000.0,
VAI-01092,2025-04-14,Paid Search,HR Tech,Southern Europe,51-200,AE07,Demo Completed,2025-04-21,2025-04-28,,,,
VAI-01093,2025-08-31,Organic Search,Fintech,DACH,1000+,AE01,Closed Won,2025-09-04,2025-09-08,2025-09-14,2025-10-04,62500.0,
VAI-01094,2025-12-20,Partners,Media,DACH,201-500,AE04,Demo Completed,2025-12-23,2025-12-27,,,,
VAI-01095,2025-12-08,LinkedIn,Professional Services,Benelux,501-1000,AE08,Unqualified,,,,,,
VAI-01096,2025-07-04,Paid Search,Professional Services,Benelux,201-500,AE02,Unqualified,,,,,,
VAI-01097,2025-02-28,Referral,Media,DACH,51-200,AE08,Demo Completed,2025-03-04,2025-03-13,,,,
VAI-01098,2025-09-18,Organic Search,Fintech,Benelux,1-50,AE04,Unqualified,,,,,,
VAI-01099,2025-01-16,Paid Search,Professional Services,DACH,201-500,AE05,Unqualified,,,,,,
VAI-01100,2025-01-10,Outbound,Travel,Southern Europe,1-50,AE03,Unqualified,,,,,,
VAI-01101,2025-06-29,Referral,SaaS,CEE,1-50,AE06,Unqualified,,,,,,
VAI-01102,2025-09-04,Organic Search,Travel,Nordics,1000+,AE01,Closed Won,2025-09-07,2025-09-10,2025-09-15,2025-10-11,90500.0,
VAI-01103,2025-07-13,Partners,Fintech,UK & Ireland,501-1000,AE04,Closed Lost,2025-07-14,2025-07-17,2025-07-18,2025-07-29,67500.0,Price
VAI-01104,2025-09-03,Events,Healthcare,Benelux,1-50,AE06,Demo Completed,2025-09-06,2025-09-18,,,,
VAI-01105,2025-07-02,Paid Search,Fintech,UK & Ireland,51-200,AE04,Unqualified,,,,,,
VAI-01106,2025-03-13,Paid Search,SaaS,Southern Europe,51-200,AE08,Unqualified,,,,,,
VAI-01107,2025-06-14,Partners,SaaS,DACH,501-1000,AE05,Closed Lost,2025-06-17,2025-07-01,2025-07-05,2025-07-23,33500.0,Price
VAI-01108,2025-09-25,LinkedIn,Media,Southern Europe,1-50,AE05,Demo Completed,2025-09-26,2025-09-28,,,,
VAI-01109,2025-11-21,Partners,SaaS,UK & Ireland,51-200,AE01,Unqualified,,,,,,
VAI-01110,2025-03-19,Paid Search,HR Tech,UK & Ireland,51-200,AE02,Unqualified,,,,,,
VAI-01111,2025-06-16,LinkedIn,SaaS,Nordics,501-1000,AE01,Qualified,2025-06-18,,,,,
VAI-01112,2025-08-27,Organic Search,SaaS,Nordics,51-200,AE07,Unqualified,,,,,,
VAI-01113,2025-10-20,Paid Search,Fintech,CEE,51-200,AE02,Unqualified,,,,,,
VAI-01114,2025-01-13,LinkedIn,HR Tech,Southern Europe,1-50,AE07,Closed Won,2025-01-21,2025-01-27,2025-02-10,2025-03-28,4000.0,
VAI-01115,2025-11-17,Events,HR Tech,CEE,51-200,AE08,Qualified,2025-11-20,,,,,
VAI-01116,2025-10-02,Paid Search,SaaS,UK & Ireland,1-50,AE04,Unqualified,,,,,,
VAI-01117,2025-11-04,Organic Search,HR Tech,Benelux,501-1000,AE07,Closed Lost,2025-11-07,2025-11-14,2025-11-23,2026-01-03,61500.0,Price
VAI-01118,2025-12-01,Referral,SaaS,DACH,1000+,AE04,Closed Won,2025-12-09,2025-12-19,2025-12-21,2026-01-15,122500.0,
VAI-01119,2025-03-11,Paid Search,Professional Services,Nordics,1-50,AE06,Unqualified,,,,,,
VAI-01120,2025-04-02,Referral,Professional Services,Benelux,1-50,AE03,Demo Completed,2025-04-08,2025-04-17,,,,
VAI-01121,2025-11-16,Outbound,Travel,UK & Ireland,1-50,AE08,Unqualified,,,,,,
VAI-01122,2025-05-26,LinkedIn,Healthcare,Benelux,1000+,AE07,Unqualified,,,,,,
VAI-01123,2025-11-09,Paid Search,E-commerce,DACH,501-1000,AE08,Qualified,2025-11-10,,,,,
VAI-01124,2025-02-08,Organic Search,E-commerce,UK & Ireland,51-200,AE02,Unqualified,,,,,,
VAI-01125,2025-12-20,Paid Search,Travel,Southern Europe,501-1000,AE04,Unqualified,,,,,,
VAI-01126,2025-05-17,Organic Search,E-commerce,CEE,201-500,AE05,Qualified,2025-05-18,,,,,
VAI-01127,2025-12-06,LinkedIn,Professional Services,Southern Europe,501-1000,AE05,Unqualified,,,,,,
VAI-01128,2025-06-30,Paid Search,E-commerce,Nordics,51-200,AE01,Qualified,2025-07-02,,,,,
VAI-01129,2025-05-23,Paid Search,HR Tech,CEE,201-500,AE05,Qualified,2025-05-30,,,,,
VAI-01130,2025-06-02,Partners,Professional Services,DACH,51-200,AE03,Unqualified,,,,,,
VAI-01131,2025-07-03,Paid Search,HR Tech,CEE,1000+,AE06,Qualified,2025-07-10,,,,,
VAI-01132,2025-07-09,Organic Search,E-commerce,UK & Ireland,201-500,AE01,Unqualified,,,,,,
VAI-01133,2025-02-27,Outbound,HR Tech,Benelux,51-200,AE07,Unqualified,,,,,,
VAI-01134,2025-03-17,Paid Search,Travel,Southern Europe,201-500,AE06,Qualified,2025-03-20,,,,,
VAI-01135,2025-05-14,LinkedIn,Fintech,Nordics,1000+,AE07,Unqualified,,,,,,
VAI-01136,2025-07-24,Events,Travel,UK & Ireland,1000+,AE03,Unqualified,,,,,,
VAI-01137,2025-04-11,Organic Search,Travel,DACH,1-50,AE01,Qualified,2025-04-12,,,,,
VAI-01138,2025-05-30,Outbound,Healthcare,Southern Europe,501-1000,AE04,Unqualified,,,,,,
VAI-01139,2025-07-24,Outbound,SaaS,Nordics,201-500,AE05,Unqualified,,,,,,
VAI-01140,2025-04-10,LinkedIn,Travel,CEE,501-1000,AE02,Unqualified,,,,,,
VAI-01141,2025-04-18,Referral,SaaS,Southern Europe,1-50,AE04,Closed Won,2025-04-28,2025-05-01,2025-05-11,2025-05-20,4000.0,
VAI-01142,2025-03-01,Paid Search,Professional Services,Nordics,1000+,AE03,Demo Completed,2025-03-06,2025-03-12,,,,
VAI-01143,2025-11-23,Organic Search,HR Tech,DACH,51-200,AE04,Qualified,2025-11-24,,,,,
VAI-01144,2025-08-11,Outbound,E-commerce,CEE,1-50,AE04,Qualified,2025-08-14,,,,,
VAI-01145,2025-12-03,Organic Search,HR Tech,DACH,1-50,AE05,Unqualified,,,,,,
VAI-01146,2025-06-22,Paid Search,HR Tech,Nordics,501-1000,AE06,Closed Won,2025-07-01,2025-07-03,2025-07-15,2025-08-02,48000.0,
VAI-01147,2025-02-19,Paid Search,Travel,DACH,51-200,AE03,Qualified,2025-02-22,,,,,
VAI-01148,2025-03-27,Outbound,HR Tech,Benelux,201-500,AE01,Qualified,2025-04-08,,,,,
VAI-01149,2025-12-08,Partners,Media,UK & Ireland,51-200,AE02,Unqualified,,,,,,
VAI-01150,2025-12-03,Events,HR Tech,Southern Europe,51-200,AE01,Unqualified,,,,,,
VAI-01151,2025-12-31,Outbound,Professional Services,UK & Ireland,1000+,AE05,Closed Lost,2026-01-09,2026-01-10,2026-01-13,2026-01-29,104000.0,Price
VAI-01152,2025-09-21,Organic Search,HR Tech,DACH,501-1000,AE01,Unqualified,,,,,,
VAI-01153,2025-07-26,Outbound,Travel,Southern Europe,1000+,AE05,Qualified,2025-07-31,,,,,
VAI-01154,2025-07-20,Paid Search,Professional Services,CEE,201-500,AE07,Demo Completed,2025-07-24,2025-08-13,,,,
VAI-01155,2025-05-13,Paid Search,SaaS,DACH,1-50,AE01,Qualified,2025-05-15,,,,,
VAI-01156,2025-08-02,Referral,Fintech,UK & Ireland,51-200,AE04,Qualified,2025-08-07,,,,,
VAI-01157,2025-03-26,Organic Search,Healthcare,UK & Ireland,51-200,AE01,Unqualified,,,,,,
VAI-01158,2025-06-15,Paid Search,Healthcare,Southern Europe,51-200,AE02,Unqualified,,,,,,
VAI-01159,2025-10-11,Events,Fintech,Nordics,501-1000,AE07,Qualified,2025-10-18,,,,,
VAI-01160,2025-07-06,Partners,Fintech,Southern Europe,51-200,AE05,Closed Lost,2025-07-12,2025-07-18,2025-08-02,2025-08-18,16000.0,Competitor
VAI-01161,2025-08-27,Partners,Travel,Southern Europe,1-50,AE07,Closed Lost,2025-08-30,2025-09-05,2025-09-21,2025-10-07,7000.0,Competitor
VAI-01162,2025-12-11,LinkedIn,Media,Benelux,1-50,AE06,Unqualified,,,,,,
VAI-01163,2025-04-15,Referral,SaaS,UK & Ireland,1-50,AE08,Demo Completed,2025-04-16,2025-04-20,,,,
VAI-01164,2025-11-29,Outbound,Healthcare,UK & Ireland,1-50,AE04,Qualified,2025-12-03,,,,,
VAI-01165,2025-07-22,Events,Healthcare,DACH,51-200,AE04,Unqualified,,,,,,
VAI-01166,2025-12-18,Outbound,Professional Services,Benelux,1-50,AE01,Unqualified,,,,,,
VAI-01167,2025-07-09,Organic Search,HR Tech,CEE,51-200,AE02,Unqualified,,,,,,
VAI-01168,2025-04-18,Outbound,Professional Services,DACH,51-200,AE07,Demo Completed,2025-04-25,2025-04-29,,,,
VAI-01169,2025-07-19,Organic Search,Healthcare,Benelux,1000+,AE01,Qualified,2025-07-22,,,,,
VAI-01170,2025-01-10,Organic Search,E-commerce,DACH,51-200,AE02,Unqualified,,,,,,
VAI-01171,2025-01-28,Organic Search,Healthcare,CEE,1000+,AE08,Unqualified,,,,,,
VAI-01172,2025-03-05,Events,E-commerce,DACH,51-200,AE03,Qualified,2025-03-10,,,,,
VAI-01173,2025-09-25,LinkedIn,Media,Benelux,501-1000,AE02,Unqualified,,,,,,
VAI-01174,2025-09-03,Paid Search,SaaS,Southern Europe,51-200,AE03,Demo Completed,2025-09-09,2025-09-11,,,,
VAI-01175,2025-01-27,Partners,Media,CEE,51-200,AE04,Unqualified,,,,,,
VAI-01176,2025-04-22,Organic Search,Travel,Benelux,1000+,AE03,Closed Won,2025-04-25,2025-05-12,2025-05-17,2025-06-28,94000.0,
VAI-01177,2025-09-04,Outbound,Healthcare,UK & Ireland,51-200,AE04,Unqualified,,,,,,
VAI-01178,2025-01-01,Outbound,Professional Services,CEE,1000+,AE07,Unqualified,,,,,,
VAI-01179,2025-07-06,LinkedIn,Fintech,DACH,51-200,AE01,Closed Won,2025-07-08,2025-07-19,2025-07-27,2025-08-02,19500.0,
VAI-01180,2025-09-03,Paid Search,Healthcare,UK & Ireland,201-500,AE07,Qualified,2025-09-07,,,,,
VAI-01181,2025-12-26,LinkedIn,Healthcare,Benelux,1000+,AE01,Unqualified,,,,,,
VAI-01182,2025-01-13,Outbound,E-commerce,CEE,1000+,AE01,Unqualified,,,,,,
VAI-01183,2025-06-15,Paid Search,HR Tech,DACH,51-200,AE08,Closed Won,2025-06-16,2025-06-20,2025-06-27,2025-07-29,20000.0,
VAI-01184,2025-12-19,Referral,HR Tech,UK & Ireland,201-500,AE06,Unqualified,,,,,,
VAI-01185,2025-08-02,Paid Search,Professional Services,CEE,1000+,AE05,Unqualified,,,,,,
VAI-01186,2025-07-04,LinkedIn,Media,CEE,201-500,AE03,Unqualified,,,,,,
VAI-01187,2025-07-11,Outbound,Healthcare,UK & Ireland,201-500,AE03,Unqualified,,,,,,
VAI-01188,2025-03-20,LinkedIn,E-commerce,CEE,201-500,AE06,Unqualified,,,,,,
VAI-01189,2025-02-08,Organic Search,Healthcare,Nordics,51-200,AE01,Demo Completed,2025-02-11,2025-02-19,,,,
VAI-01190,2025-08-10,Outbound,Professional Services,CEE,501-1000,AE04,Unqualified,,,,,,
VAI-01191,2025-09-23,LinkedIn,Healthcare,Benelux,51-200,AE03,Demo Completed,2025-09-30,2025-10-07,,,,
VAI-01192,2025-02-05,Paid Search,SaaS,DACH,1-50,AE08,Closed Lost,2025-02-11,2025-02-16,2025-02-17,2025-02-24,7000.0,Price
VAI-01193,2025-11-22,Partners,E-commerce,CEE,501-1000,AE05,Closed Won,2025-11-25,2025-12-04,2025-12-08,2025-12-11,50000.0,
VAI-01194,2025-06-26,Paid Search,SaaS,Benelux,51-200,AE07,Qualified,2025-06-29,,,,,
VAI-01195,2025-07-31,Outbound,Fintech,Nordics,1000+,AE08,Qualified,2025-08-11,,,,,
VAI-01196,2025-02-13,Organic Search,Fintech,Southern Europe,501-1000,AE02,Closed Lost,2025-02-16,2025-02-23,2025-03-01,2025-03-20,51000.0,Competitor
